Skills,Experience,Education,Certifications,Job_Role,Salary_Expectation,Projects_Count,AI_Score,Recruiter_Decision,Education_Ordinal,Certifications_Encoded,Job_Role_Encoded,Education_Encoded,ModelB_Hire_Prob,ModelB_Prediction,ModelB_Pred_Label,ModelB_Rank
"Linux, Cybersecurity",1,M.Tech,Google ML,Cybersecurity Analyst,85755,3,52.3,Hire,3,2,1,2,0.5412,0,Reject,967
"Python, Machine Learning, SQL",4,B.Tech,None,Data Scientist,85884,6,78.9,Reject,2,3,2,1,0.5412,0,Reject,967
"SQL, Machine Learning, Python",3,PhD,Google ML,Data Scientist,45975,10,87.7,Reject,4,2,2,4,0.5388,0,Reject,971
"React, SQL, Java",1,MBA,Deep Learning Specialization,Software Engineer,46437,9,75.0,Reject,3,1,3,3,0.5388,0,Reject,971
"SQL, Java",1,B.Tech,Google ML,Software Engineer,45989,7,55.2,Reject,2,2,3,1,0.5388,0,Reject,971
"Ethical Hacking, Networking",6,PhD,Google ML,Cybersecurity Analyst,45959,5,94.4,Hire,4,2,1,4,0.5388,0,Reject,971
"Pytorch, Python, TensorFlow, NLP",9,M.Tech,Google ML,AI Researcher,47919,4,99.5,Hire,3,2,0,2,0.5382,0,Reject,975
"Python, TensorFlow, Pytorch, NLP",4,B.Sc,AWS Certified,AI Researcher,47581,2,71.9,Reject,2,0,0,0,0.5382,0,Reject,975
"Ethical Hacking, Networking, Cybersecurity",1,M.Tech,None,Cybersecurity Analyst,47674,9,67.3,Reject,3,3,1,2,0.5382,0,Reject,975
"Java, React, C++",0,PhD,Deep Learning Specialization,Software Engineer,47445,2,35.3,Reject,4,1,3,4,0.5382,0,Reject,975
"Machine Learning, Python, Deep Learning",7,B.Tech,None,Data Scientist,47698,8,99.5,Hire,2,3,2,1,0.5382,0,Reject,975
"Ethical Hacking, Cybersecurity",0,B.Sc,None,Cybersecurity Analyst,47079,8,46.3,Reject,2,3,1,0,0.5382,0,Reject,975
"NLP, Pytorch, TensorFlow",2,PhD,Deep Learning Specialization,AI Researcher,47573,3,51.5,Reject,4,1,0,4,0.5382,0,Reject,975
"Ethical Hacking, Linux",7,PhD,None,Cybersecurity Analyst,47840,0,72.5,Hire,4,3,1,4,0.5382,0,Reject,975
"Python, TensorFlow, Pytorch, NLP",0,M.Tech,AWS Certified,AI Researcher,60579,1,39.3,Hire,3,0,0,2,0.5307,0,Reject,983
"Linux, Cybersecurity, Ethical Hacking",2,B.Sc,None,Cybersecurity Analyst,60533,2,47.5,Reject,2,3,1,0,0.5307,0,Reject,983
"NLP, Pytorch, TensorFlow",1,B.Tech,AWS Certified,AI Researcher,60718,1,31.5,Hire,2,0,0,1,0.5307,0,Reject,983
"Linux, Networking, Cybersecurity, Ethical Hacking",3,B.Tech,None,Cybersecurity Analyst,66379,6,90.4,Hire,2,3,1,1,0.5197,0,Reject,986
"NLP, TensorFlow, Python",3,M.Tech,None,AI Researcher,66403,10,94.2,Hire,3,3,0,2,0.5197,0,Reject,986
"NLP, Pytorch, TensorFlow",7,B.Tech,Deep Learning Specialization,AI Researcher,66221,4,90.5,Hire,2,1,0,1,0.5197,0,Reject,986
"Pytorch, TensorFlow, Python, NLP",4,B.Tech,None,AI Researcher,66621,5,74.9,Reject,2,3,0,1,0.5197,0,Reject,986
"Java, React, SQL, C++",6,M.Tech,Google ML,Software Engineer,66936,5,100.0,Hire,3,2,3,2,0.5197,0,Reject,986
"Ethical Hacking, Cybersecurity, Linux",6,MBA,Google ML,Cybersecurity Analyst,66802,1,81.4,Reject,3,2,1,3,0.5197,0,Reject,986
"Ethical Hacking, Cybersecurity, Networking",8,B.Tech,None,Cybersecurity Analyst,66329,0,99.4,Hire,2,3,1,1,0.5197,0,Reject,986
"Networking, Cybersecurity, Ethical Hacking, Linux",0,PhD,AWS Certified,Cybersecurity Analyst,62201,5,55.9,Reject,4,0,1,4,0.5113,0,Reject,993
"Python, TensorFlow",0,MBA,Google ML,AI Researcher,61991,1,16.8,Reject,3,2,0,3,0.5113,0,Reject,993
"Python, Machine Learning, SQL, Deep Learning",7,PhD,AWS Certified,Data Scientist,62092,2,90.2,Hire,4,0,2,4,0.5113,0,Reject,993
"Python, TensorFlow, Pytorch",0,M.Tech,None,AI Researcher,75275,1,24.7,Reject,3,3,0,2,0.5062,1,Hire,996
"TensorFlow, Python",1,MBA,None,AI Researcher,75420,6,54.3,Reject,3,3,0,3,0.5062,1,Hire,996
"SQL, Python",8,MBA,Deep Learning Specialization,Data Scientist,75286,10,100.0,Hire,3,1,2,3,0.5062,1,Hire,996
"Cybersecurity, Linux, Ethical Hacking",3,B.Sc,AWS Certified,Cybersecurity Analyst,75300,5,77.6,Hire,2,0,1,0,0.5062,1,Hire,996
"Ethical Hacking, Networking",5,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,75413,4,92.1,Hire,3,1,1,2,0.5062,1,Hire,996
